path	k	max.multirute.flow	iterations	k.0	n	neighbour	p	ex	k.5
6534	Small.100.24.2.55.gexf	10	22	1	Small	100	24	2	55	gexf
6536	Small.100.24.5.55.gexf	2	24	1	Small	100	24	5	55	gexf
6537	Small.100.24.5.55.gexf	3	24	1	Small	100	24	5	55	gexf
6538	Small.100.24.5.55.gexf	5	24	1	Small	100	24	5	55	gexf
6539	Small.100.24.5.55.gexf	10	24	1	Small	100	24	5	55	gexf
6541	Small.500.6.2.55.gexf	2	6	1	Small	500	6	2	55	gexf
6542	Small.500.6.2.55.gexf	3	6	1	Small	500	6	2	55	gexf
6543	Small.500.6.2.55.gexf	5	6	1	Small	500	6	2	55	gexf
6546	Small.500.6.5.55.gexf	2	6	1	Small	500	6	5	55	gexf
6547	Small.500.6.5.55.gexf	3	6	1	Small	500	6	5	55	gexf
6548	Small.500.6.5.55.gexf	5	6	1	Small	500	6	5	55	gexf
6551	Small.500.10.2.55.gexf	2	10	1	Small	500	10	2	55	gexf
6552	Small.500.10.2.55.gexf	3	10	1	Small	500	10	2	55	gexf
6553	Small.500.10.2.55.gexf	5	10	1	Small	500	10	2	55	gexf
6556	Small.500.10.5.55.gexf	2	11	1	Small	500	10	5	55	gexf
6557	Small.500.10.5.55.gexf	3	11	1	Small	500	10	5	55	gexf
6558	Small.500.10.5.55.gexf	5	11	1	Small	500	10	5	55	gexf
6559	Small.500.10.5.55.gexf	10	11	1	Small	500	10	5	55	gexf
6561	Small.500.24.2.55.gexf	2	24	1	Small	500	24	2	55	gexf
6562	Small.500.24.2.55.gexf	3	24	1	Small	500	24	2	55	gexf
6563	Small.500.24.2.55.gexf	5	24	1	Small	500	24	2	55	gexf
6564	Small.500.24.2.55.gexf	10	24	1	Small	500	24	2	55	gexf
6566	Small.500.24.5.55.gexf	2	22	1	Small	500	24	5	55	gexf
6567	Small.500.24.5.55.gexf	3	22	1	Small	500	24	5	55	gexf
6568	Small.500.24.5.55.gexf	5	22	1	Small	500	24	5	55	gexf
6569	Small.500.24.5.55.gexf	10	22	1	Small	500	24	5	55	gexf
6571	Small.1000.6.2.55.gexf	2	5	1	Small	1000	6	2	55	gexf
6572	Small.1000.6.2.55.gexf	3	5	1	Small	1000	6	2	55	gexf
6576	Small.1000.6.5.55.gexf	2	4	1	Small	1000	6	5	55	gexf
6577	Small.1000.6.5.55.gexf	3	4	1	Small	1000	6	5	55	gexf
6581	Small.1000.10.2.55.gexf	2	7	1	Small	1000	10	2	55	gexf
6582	Small.1000.10.2.55.gexf	3	7	1	Small	1000	10	2	55	gexf
6583	Small.1000.10.2.55.gexf	5	7	1	Small	1000	10	2	55	gexf
6586	Small.1000.10.5.55.gexf	2	9	1	Small	1000	10	5	55	gexf
6587	Small.1000.10.5.55.gexf	3	9	1	Small	1000	10	5	55	gexf
6588	Small.1000.10.5.55.gexf	5	9	1	Small	1000	10	5	55	gexf
6591	Small.1000.24.2.55.gexf	2	23	1	Small	1000	24	2	55	gexf
6592	Small.1000.24.2.55.gexf	3	23	1	Small	1000	24	2	55	gexf
6593	Small.1000.24.2.55.gexf	5	23	1	Small	1000	24	2	55	gexf
6594	Small.1000.24.2.55.gexf	10	23	1	Small	1000	24	2	55	gexf
6596	Small.1000.24.5.55.gexf	2	22	1	Small	1000	24	5	55	gexf
6597	Small.1000.24.5.55.gexf	3	22	1	Small	1000	24	5	55	gexf
6598	Small.1000.24.5.55.gexf	5	22	1	Small	1000	24	5	55	gexf
6599	Small.1000.24.5.55.gexf	10	22	1	Small	1000	24	5	55	gexf
6601	Small.50.6.2.56.gexf	2	7	1	Small	50	6	2	56	gexf
6602	Small.50.6.2.56.gexf	3	7	1	Small	50	6	2	56	gexf
6603	Small.50.6.2.56.gexf	5	7	1	Small	50	6	2	56	gexf
6606	Small.50.6.5.56.gexf	2	7	1	Small	50	6	5	56	gexf
6607	Small.50.6.5.56.gexf	3	7	1	Small	50	6	5	56	gexf
6608	Small.50.6.5.56.gexf	5	7	1	Small	50	6	5	56	gexf
6611	Small.50.10.2.56.gexf	2	10	1	Small	50	10	2	56	gexf
6612	Small.50.10.2.56.gexf	3	10	1	Small	50	10	2	56	gexf
6613	Small.50.10.2.56.gexf	5	10	1	Small	50	10	2	56	gexf
6616	Small.50.10.5.56.gexf	2	9	1	Small	50	10	5	56	gexf
6617	Small.50.10.5.56.gexf	3	9	1	Small	50	10	5	56	gexf
6618	Small.50.10.5.56.gexf	5	9	1	Small	50	10	5	56	gexf
6621	Small.50.24.2.56.gexf	2	22	1	Small	50	24	2	56	gexf
6622	Small.50.24.2.56.gexf	3	22	1	Small	50	24	2	56	gexf
6623	Small.50.24.2.56.gexf	5	22	1	Small	50	24	2	56	gexf
6624	Small.50.24.2.56.gexf	10	22	1	Small	50	24	2	56	gexf
6626	Small.50.24.5.56.gexf	2	21	1	Small	50	24	5	56	gexf
6627	Small.50.24.5.56.gexf	3	21	1	Small	50	24	5	56	gexf
6628	Small.50.24.5.56.gexf	5	21	1	Small	50	24	5	56	gexf
6629	Small.50.24.5.56.gexf	10	21	1	Small	50	24	5	56	gexf
6631	Small.100.6.2.56.gexf	2	5	1	Small	100	6	2	56	gexf
6632	Small.100.6.2.56.gexf	3	5	1	Small	100	6	2	56	gexf
6636	Small.100.6.5.56.gexf	2	6	1	Small	100	6	5	56	gexf
6637	Small.100.6.5.56.gexf	3	6	1	Small	100	6	5	56	gexf
6638	Small.100.6.5.56.gexf	5	6	1	Small	100	6	5	56	gexf
6641	Small.100.10.2.56.gexf	2	11	1	Small	100	10	2	56	gexf
6642	Small.100.10.2.56.gexf	3	11	1	Small	100	10	2	56	gexf
6643	Small.100.10.2.56.gexf	5	11	1	Small	100	10	2	56	gexf
6644	Small.100.10.2.56.gexf	10	11	1	Small	100	10	2	56	gexf
6646	Small.100.10.5.56.gexf	2	12	1	Small	100	10	5	56	gexf
6647	Small.100.10.5.56.gexf	3	12	1	Small	100	10	5	56	gexf
6648	Small.100.10.5.56.gexf	5	12	1	Small	100	10	5	56	gexf
6649	Small.100.10.5.56.gexf	10	12	1	Small	100	10	5	56	gexf
6651	Small.100.24.2.56.gexf	2	19	1	Small	100	24	2	56	gexf
6652	Small.100.24.2.56.gexf	3	19	1	Small	100	24	2	56	gexf
6653	Small.100.24.2.56.gexf	5	19	1	Small	100	24	2	56	gexf
6654	Small.100.24.2.56.gexf	10	19	1	Small	100	24	2	56	gexf
6656	Small.100.24.5.56.gexf	2	19	1	Small	100	24	5	56	gexf
6657	Small.100.24.5.56.gexf	3	19	1	Small	100	24	5	56	gexf
6658	Small.100.24.5.56.gexf	5	19	1	Small	100	24	5	56	gexf
6659	Small.100.24.5.56.gexf	10	19	1	Small	100	24	5	56	gexf
6661	Small.500.6.2.56.gexf	2	6	1	Small	500	6	2	56	gexf
6662	Small.500.6.2.56.gexf	3	6	1	Small	500	6	2	56	gexf
6663	Small.500.6.2.56.gexf	5	6	1	Small	500	6	2	56	gexf
6666	Small.500.6.5.56.gexf	2	5	1	Small	500	6	5	56	gexf
6667	Small.500.6.5.56.gexf	3	5	1	Small	500	6	5	56	gexf
6671	Small.500.10.2.56.gexf	2	11	1	Small	500	10	2	56	gexf
6672	Small.500.10.2.56.gexf	3	11	1	Small	500	10	2	56	gexf
6673	Small.500.10.2.56.gexf	5	11	1	Small	500	10	2	56	gexf
6674	Small.500.10.2.56.gexf	10	11	1	Small	500	10	2	56	gexf
6676	Small.500.10.5.56.gexf	2	10	1	Small	500	10	5	56	gexf
6677	Small.500.10.5.56.gexf	3	10	1	Small	500	10	5	56	gexf
6678	Small.500.10.5.56.gexf	5	10	1	Small	500	10	5	56	gexf
6681	Small.500.24.2.56.gexf	2	21	1	Small	500	24	2	56	gexf
6682	Small.500.24.2.56.gexf	3	21	1	Small	500	24	2	56	gexf
6683	Small.500.24.2.56.gexf	5	21	1	Small	500	24	2	56	gexf
6684	Small.500.24.2.56.gexf	10	21	1	Small	500	24	2	56	gexf
6686	Small.500.24.5.56.gexf	2	21	1	Small	500	24	5	56	gexf
6687	Small.500.24.5.56.gexf	3	21	1	Small	500	24	5	56	gexf
6688	Small.500.24.5.56.gexf	5	21	1	Small	500	24	5	56	gexf
6689	Small.500.24.5.56.gexf	10	21	1	Small	500	24	5	56	gexf
6691	Small.1000.6.2.56.gexf	2	5	1	Small	1000	6	2	56	gexf
6692	Small.1000.6.2.56.gexf	3	5	1	Small	1000	6	2	56	gexf
6696	Small.1000.6.5.56.gexf	2	5	1	Small	1000	6	5	56	gexf
6697	Small.1000.6.5.56.gexf	3	5	1	Small	1000	6	5	56	gexf
6701	Small.1000.10.2.56.gexf	2	10	1	Small	1000	10	2	56	gexf
6702	Small.1000.10.2.56.gexf	3	10	1	Small	1000	10	2	56	gexf
6703	Small.1000.10.2.56.gexf	5	10	1	Small	1000	10	2	56	gexf
6706	Small.1000.10.5.56.gexf	2	8	1	Small	1000	10	5	56	gexf
6707	Small.1000.10.5.56.gexf	3	8	1	Small	1000	10	5	56	gexf
6708	Small.1000.10.5.56.gexf	5	8	1	Small	1000	10	5	56	gexf
6711	Small.1000.24.2.56.gexf	2	23	1	Small	1000	24	2	56	gexf
6712	Small.1000.24.2.56.gexf	3	23	1	Small	1000	24	2	56	gexf
6713	Small.1000.24.2.56.gexf	5	23	1	Small	1000	24	2	56	gexf
6714	Small.1000.24.2.56.gexf	10	23	1	Small	1000	24	2	56	gexf
6716	Small.1000.24.5.56.gexf	2	21	1	Small	1000	24	5	56	gexf
6717	Small.1000.24.5.56.gexf	3	21	1	Small	1000	24	5	56	gexf
6718	Small.1000.24.5.56.gexf	5	21	1	Small	1000	24	5	56	gexf
6719	Small.1000.24.5.56.gexf	10	21	1	Small	1000	24	5	56	gexf
6721	Small.50.6.2.57.gexf	2	4	1	Small	50	6	2	57	gexf
6722	Small.50.6.2.57.gexf	3	4	1	Small	50	6	2	57	gexf
6726	Small.50.6.5.57.gexf	2	5	1	Small	50	6	5	57	gexf
6727	Small.50.6.5.57.gexf	3	5	1	Small	50	6	5	57	gexf
6731	Small.50.10.2.57.gexf	2	9	1	Small	50	10	2	57	gexf
6732	Small.50.10.2.57.gexf	3	9	1	Small	50	10	2	57	gexf
6733	Small.50.10.2.57.gexf	5	9	1	Small	50	10	2	57	gexf
6736	Small.50.10.5.57.gexf	2	11	1	Small	50	10	5	57	gexf
6737	Small.50.10.5.57.gexf	3	11	1	Small	50	10	5	57	gexf
6738	Small.50.10.5.57.gexf	5	11	1	Small	50	10	5	57	gexf
6739	Small.50.10.5.57.gexf	10	11	1	Small	50	10	5	57	gexf
6741	Small.50.24.2.57.gexf	2	20	1	Small	50	24	2	57	gexf
6742	Small.50.24.2.57.gexf	3	20	1	Small	50	24	2	57	gexf
6743	Small.50.24.2.57.gexf	5	20	1	Small	50	24	2	57	gexf
6744	Small.50.24.2.57.gexf	10	20	1	Small	50	24	2	57	gexf
6746	Small.50.24.5.57.gexf	2	18	1	Small	50	24	5	57	gexf
6747	Small.50.24.5.57.gexf	3	18	1	Small	50	24	5	57	gexf
6748	Small.50.24.5.57.gexf	5	18	1	Small	50	24	5	57	gexf
6749	Small.50.24.5.57.gexf	10	18	1	Small	50	24	5	57	gexf
6751	Small.100.6.2.57.gexf	2	5	1	Small	100	6	2	57	gexf
6752	Small.100.6.2.57.gexf	3	5	1	Small	100	6	2	57	gexf
6756	Small.100.6.5.57.gexf	2	5	1	Small	100	6	5	57	gexf
6757	Small.100.6.5.57.gexf	3	5	1	Small	100	6	5	57	gexf
6761	Small.100.10.2.57.gexf	2	7	1	Small	100	10	2	57	gexf
6762	Small.100.10.2.57.gexf	3	7	1	Small	100	10	2	57	gexf
6763	Small.100.10.2.57.gexf	5	7	1	Small	100	10	2	57	gexf
6766	Small.100.10.5.57.gexf	2	8	1	Small	100	10	5	57	gexf
6767	Small.100.10.5.57.gexf	3	8	1	Small	100	10	5	57	gexf
6768	Small.100.10.5.57.gexf	5	8	1	Small	100	10	5	57	gexf
6771	Small.100.24.2.57.gexf	2	23	1	Small	100	24	2	57	gexf
6772	Small.100.24.2.57.gexf	3	23	1	Small	100	24	2	57	gexf
6773	Small.100.24.2.57.gexf	5	23	1	Small	100	24	2	57	gexf
6774	Small.100.24.2.57.gexf	10	23	1	Small	100	24	2	57	gexf
6776	Small.100.24.5.57.gexf	2	23	1	Small	100	24	5	57	gexf
6777	Small.100.24.5.57.gexf	3	23	1	Small	100	24	5	57	gexf
6778	Small.100.24.5.57.gexf	5	23	1	Small	100	24	5	57	gexf
6779	Small.100.24.5.57.gexf	10	23	1	Small	100	24	5	57	gexf
6781	Small.500.6.2.57.gexf	2	6	1	Small	500	6	2	57	gexf
6782	Small.500.6.2.57.gexf	3	6	1	Small	500	6	2	57	gexf
6783	Small.500.6.2.57.gexf	5	6	1	Small	500	6	2	57	gexf
6786	Small.500.6.5.57.gexf	2	5	1	Small	500	6	5	57	gexf
6787	Small.500.6.5.57.gexf	3	5	1	Small	500	6	5	57	gexf
6791	Small.500.10.2.57.gexf	2	9	1	Small	500	10	2	57	gexf
6792	Small.500.10.2.57.gexf	3	9	1	Small	500	10	2	57	gexf
6793	Small.500.10.2.57.gexf	5	9	1	Small	500	10	2	57	gexf
6796	Small.500.10.5.57.gexf	2	9	1	Small	500	10	5	57	gexf
6797	Small.500.10.5.57.gexf	3	9	1	Small	500	10	5	57	gexf
6798	Small.500.10.5.57.gexf	5	9	1	Small	500	10	5	57	gexf
6801	Small.500.24.2.57.gexf	2	25	1	Small	500	24	2	57	gexf
6802	Small.500.24.2.57.gexf	3	25	1	Small	500	24	2	57	gexf
6803	Small.500.24.2.57.gexf	5	25	1	Small	500	24	2	57	gexf
6804	Small.500.24.2.57.gexf	10	25	2	Small	500	24	2	57	gexf
6806	Small.500.24.5.57.gexf	2	21	1	Small	500	24	5	57	gexf
6807	Small.500.24.5.57.gexf	3	21	1	Small	500	24	5	57	gexf
6808	Small.500.24.5.57.gexf	5	21	1	Small	500	24	5	57	gexf
6809	Small.500.24.5.57.gexf	10	21	1	Small	500	24	5	57	gexf
6811	Small.1000.6.2.57.gexf	2	5	1	Small	1000	6	2	57	gexf
6812	Small.1000.6.2.57.gexf	3	5	1	Small	1000	6	2	57	gexf
6816	Small.1000.6.5.57.gexf	2	5	1	Small	1000	6	5	57	gexf
6817	Small.1000.6.5.57.gexf	3	5	1	Small	1000	6	5	57	gexf
6821	Small.1000.10.2.57.gexf	2	10	1	Small	1000	10	2	57	gexf
6822	Small.1000.10.2.57.gexf	3	10	1	Small	1000	10	2	57	gexf
6823	Small.1000.10.2.57.gexf	5	10	1	Small	1000	10	2	57	gexf
6826	Small.1000.10.5.57.gexf	2	8	1	Small	1000	10	5	57	gexf
6827	Small.1000.10.5.57.gexf	3	8	1	Small	1000	10	5	57	gexf
6828	Small.1000.10.5.57.gexf	5	8	1	Small	1000	10	5	57	gexf
6831	Small.1000.24.2.57.gexf	2	23	1	Small	1000	24	2	57	gexf
6832	Small.1000.24.2.57.gexf	3	23	1	Small	1000	24	2	57	gexf
6833	Small.1000.24.2.57.gexf	5	23	1	Small	1000	24	2	57	gexf
6834	Small.1000.24.2.57.gexf	10	23	1	Small	1000	24	2	57	gexf
6836	Small.1000.24.5.57.gexf	2	23	1	Small	1000	24	5	57	gexf
6837	Small.1000.24.5.57.gexf	3	23	1	Small	1000	24	5	57	gexf
6838	Small.1000.24.5.57.gexf	5	23	1	Small	1000	24	5	57	gexf
6839	Small.1000.24.5.57.gexf	10	23	1	Small	1000	24	5	57	gexf
6841	Small.50.6.2.58.gexf	2	4	1	Small	50	6	2	58	gexf
6842	Small.50.6.2.58.gexf	3	4	1	Small	50	6	2	58	gexf
6846	Small.50.6.5.58.gexf	2	4	1	Small	50	6	5	58	gexf
6847	Small.50.6.5.58.gexf	3	4	1	Small	50	6	5	58	gexf
6851	Small.50.10.2.58.gexf	2	10	1	Small	50	10	2	58	gexf
6852	Small.50.10.2.58.gexf	3	10	1	Small	50	10	2	58	gexf
6853	Small.50.10.2.58.gexf	5	10	1	Small	50	10	2	58	gexf
6856	Small.50.10.5.58.gexf	2	10	1	Small	50	10	5	58	gexf
6857	Small.50.10.5.58.gexf	3	10	1	Small	50	10	5	58	gexf
6858	Small.50.10.5.58.gexf	5	10	1	Small	50	10	5	58	gexf
6861	Small.50.24.2.58.gexf	2	23	1	Small	50	24	2	58	gexf
6862	Small.50.24.2.58.gexf	3	23	1	Small	50	24	2	58	gexf
6863	Small.50.24.2.58.gexf	5	23	1	Small	50	24	2	58	gexf
6864	Small.50.24.2.58.gexf	10	23	1	Small	50	24	2	58	gexf
6866	Small.50.24.5.58.gexf	2	21	1	Small	50	24	5	58	gexf
6867	Small.50.24.5.58.gexf	3	21	1	Small	50	24	5	58	gexf
6868	Small.50.24.5.58.gexf	5	21	1	Small	50	24	5	58	gexf
6869	Small.50.24.5.58.gexf	10	21	1	Small	50	24	5	58	gexf
6871	Small.100.6.2.58.gexf	2	5	1	Small	100	6	2	58	gexf
6872	Small.100.6.2.58.gexf	3	5	1	Small	100	6	2	58	gexf
6876	Small.100.6.5.58.gexf	2	6	1	Small	100	6	5	58	gexf
6877	Small.100.6.5.58.gexf	3	6	1	Small	100	6	5	58	gexf
6878	Small.100.6.5.58.gexf	5	6	1	Small	100	6	5	58	gexf
6881	Small.100.10.2.58.gexf	2	10	1	Small	100	10	2	58	gexf
6882	Small.100.10.2.58.gexf	3	10	1	Small	100	10	2	58	gexf
6883	Small.100.10.2.58.gexf	5	10	1	Small	100	10	2	58	gexf
6886	Small.100.10.5.58.gexf	2	11	1	Small	100	10	5	58	gexf
6887	Small.100.10.5.58.gexf	3	11	1	Small	100	10	5	58	gexf
6888	Small.100.10.5.58.gexf	5	11	1	Small	100	10	5	58	gexf
6889	Small.100.10.5.58.gexf	10	11	1	Small	100	10	5	58	gexf
6891	Small.100.24.2.58.gexf	2	23	1	Small	100	24	2	58	gexf
6892	Small.100.24.2.58.gexf	3	23	1	Small	100	24	2	58	gexf
6893	Small.100.24.2.58.gexf	5	23	1	Small	100	24	2	58	gexf
6894	Small.100.24.2.58.gexf	10	23	1	Small	100	24	2	58	gexf
6896	Small.100.24.5.58.gexf	2	20	1	Small	100	24	5	58	gexf
6897	Small.100.24.5.58.gexf	3	20	1	Small	100	24	5	58	gexf
6898	Small.100.24.5.58.gexf	5	20	1	Small	100	24	5	58	gexf
6899	Small.100.24.5.58.gexf	10	20	1	Small	100	24	5	58	gexf
6901	Small.500.6.2.58.gexf	2	5	1	Small	500	6	2	58	gexf
6902	Small.500.6.2.58.gexf	3	5	1	Small	500	6	2	58	gexf
6906	Small.500.6.5.58.gexf	2	5	1	Small	500	6	5	58	gexf
6907	Small.500.6.5.58.gexf	3	5	1	Small	500	6	5	58	gexf
6911	Small.500.10.2.58.gexf	2	10	1	Small	500	10	2	58	gexf
6912	Small.500.10.2.58.gexf	3	10	1	Small	500	10	2	58	gexf
6913	Small.500.10.2.58.gexf	5	10	1	Small	500	10	2	58	gexf
6916	Small.500.10.5.58.gexf	2	12	1	Small	500	10	5	58	gexf
6917	Small.500.10.5.58.gexf	3	12	1	Small	500	10	5	58	gexf
6918	Small.500.10.5.58.gexf	5	12	1	Small	500	10	5	58	gexf
6919	Small.500.10.5.58.gexf	10	12	1	Small	500	10	5	58	gexf
6921	Small.500.24.2.58.gexf	2	22	1	Small	500	24	2	58	gexf
6922	Small.500.24.2.58.gexf	3	22	1	Small	500	24	2	58	gexf
6923	Small.500.24.2.58.gexf	5	22	1	Small	500	24	2	58	gexf
6924	Small.500.24.2.58.gexf	10	22	1	Small	500	24	2	58	gexf
6926	Small.500.24.5.58.gexf	2	22	1	Small	500	24	5	58	gexf
6927	Small.500.24.5.58.gexf	3	22	1	Small	500	24	5	58	gexf
6928	Small.500.24.5.58.gexf	5	22	1	Small	500	24	5	58	gexf
6929	Small.500.24.5.58.gexf	10	22	1	Small	500	24	5	58	gexf
6931	Small.1000.6.2.58.gexf	2	5	1	Small	1000	6	2	58	gexf
6932	Small.1000.6.2.58.gexf	3	5	1	Small	1000	6	2	58	gexf
6936	Small.1000.6.5.58.gexf	2	5	1	Small	1000	6	5	58	gexf
6937	Small.1000.6.5.58.gexf	3	5	1	Small	1000	6	5	58	gexf
6941	Small.1000.10.2.58.gexf	2	10	1	Small	1000	10	2	58	gexf
6942	Small.1000.10.2.58.gexf	3	10	1	Small	1000	10	2	58	gexf
6943	Small.1000.10.2.58.gexf	5	10	1	Small	1000	10	2	58	gexf
6946	Small.1000.10.5.58.gexf	2	9	1	Small	1000	10	5	58	gexf
6947	Small.1000.10.5.58.gexf	3	9	1	Small	1000	10	5	58	gexf
6948	Small.1000.10.5.58.gexf	5	9	1	Small	1000	10	5	58	gexf
6951	Small.1000.24.2.58.gexf	2	25	1	Small	1000	24	2	58	gexf
6952	Small.1000.24.2.58.gexf	3	25	1	Small	1000	24	2	58	gexf
6953	Small.1000.24.2.58.gexf	5	25	1	Small	1000	24	2	58	gexf
6954	Small.1000.24.2.58.gexf	10	25	2	Small	1000	24	2	58	gexf
6956	Small.1000.24.5.58.gexf	2	20	1	Small	1000	24	5	58	gexf
6957	Small.1000.24.5.58.gexf	3	20	1	Small	1000	24	5	58	gexf
6958	Small.1000.24.5.58.gexf	5	20	1	Small	1000	24	5	58	gexf
6959	Small.1000.24.5.58.gexf	10	20	1	Small	1000	24	5	58	gexf
6961	Small.50.6.2.59.gexf	2	6	1	Small	50	6	2	59	gexf
6962	Small.50.6.2.59.gexf	3	6	1	Small	50	6	2	59	gexf
6963	Small.50.6.2.59.gexf	5	6	1	Small	50	6	2	59	gexf
6966	Small.50.6.5.59.gexf	2	6	1	Small	50	6	5	59	gexf
6967	Small.50.6.5.59.gexf	3	6	1	Small	50	6	5	59	gexf
6968	Small.50.6.5.59.gexf	5	6	1	Small	50	6	5	59	gexf
6971	Small.50.10.2.59.gexf	2	9	1	Small	50	10	2	59	gexf
6972	Small.50.10.2.59.gexf	3	9	1	Small	50	10	2	59	gexf
6973	Small.50.10.2.59.gexf	5	9	1	Small	50	10	2	59	gexf
6976	Small.50.10.5.59.gexf	2	8	1	Small	50	10	5	59	gexf
6977	Small.50.10.5.59.gexf	3	8	1	Small	50	10	5	59	gexf
6978	Small.50.10.5.59.gexf	5	8	1	Small	50	10	5	59	gexf
6981	Small.50.24.2.59.gexf	2	23	1	Small	50	24	2	59	gexf
6982	Small.50.24.2.59.gexf	3	23	1	Small	50	24	2	59	gexf
6983	Small.50.24.2.59.gexf	5	23	1	Small	50	24	2	59	gexf
6984	Small.50.24.2.59.gexf	10	23	1	Small	50	24	2	59	gexf
6986	Small.50.24.5.59.gexf	2	28	1	Small	50	24	5	59	gexf
6987	Small.50.24.5.59.gexf	3	28	1	Small	50	24	5	59	gexf
6988	Small.50.24.5.59.gexf	5	28	1	Small	50	24	5	59	gexf
6989	Small.50.24.5.59.gexf	10	28	1	Small	50	24	5	59	gexf
6991	Small.100.6.2.59.gexf	2	5	1	Small	100	6	2	59	gexf
6992	Small.100.6.2.59.gexf	3	5	1	Small	100	6	2	59	gexf
6996	Small.100.6.5.59.gexf	2	6	1	Small	100	6	5	59	gexf
6997	Small.100.6.5.59.gexf	3	6	1	Small	100	6	5	59	gexf
6998	Small.100.6.5.59.gexf	5	6	1	Small	100	6	5	59	gexf
7001	Small.100.10.2.59.gexf	2	9	1	Small	100	10	2	59	gexf
7002	Small.100.10.2.59.gexf	3	9	1	Small	100	10	2	59	gexf
7003	Small.100.10.2.59.gexf	5	9	1	Small	100	10	2	59	gexf
7006	Small.100.10.5.59.gexf	2	9	1	Small	100	10	5	59	gexf
7007	Small.100.10.5.59.gexf	3	9	1	Small	100	10	5	59	gexf
7008	Small.100.10.5.59.gexf	5	9	1	Small	100	10	5	59	gexf
7011	Small.100.24.2.59.gexf	2	22	1	Small	100	24	2	59	gexf
7012	Small.100.24.2.59.gexf	3	22	1	Small	100	24	2	59	gexf
7013	Small.100.24.2.59.gexf	5	22	1	Small	100	24	2	59	gexf
7014	Small.100.24.2.59.gexf	10	22	1	Small	100	24	2	59	gexf
7016	Small.100.24.5.59.gexf	2	21	1	Small	100	24	5	59	gexf
7017	Small.100.24.5.59.gexf	3	21	1	Small	100	24	5	59	gexf
7018	Small.100.24.5.59.gexf	5	21	1	Small	100	24	5	59	gexf
7019	Small.100.24.5.59.gexf	10	21	1	Small	100	24	5	59	gexf
7021	Small.500.6.2.59.gexf	2	5	1	Small	500	6	2	59	gexf
7022	Small.500.6.2.59.gexf	3	5	1	Small	500	6	2	59	gexf
7026	Small.500.6.5.59.gexf	2	3	1	Small	500	6	5	59	gexf
7031	Small.500.10.2.59.gexf	2	9	1	Small	500	10	2	59	gexf
7032	Small.500.10.2.59.gexf	3	9	1	Small	500	10	2	59	gexf
7033	Small.500.10.2.59.gexf	5	9	1	Small	500	10	2	59	gexf
7036	Small.500.10.5.59.gexf	2	12	1	Small	500	10	5	59	gexf
7037	Small.500.10.5.59.gexf	3	12	1	Small	500	10	5	59	gexf
7038	Small.500.10.5.59.gexf	5	12	1	Small	500	10	5	59	gexf
7039	Small.500.10.5.59.gexf	10	12	1	Small	500	10	5	59	gexf
7041	Small.500.24.2.59.gexf	2	23	1	Small	500	24	2	59	gexf
7042	Small.500.24.2.59.gexf	3	23	1	Small	500	24	2	59	gexf
7043	Small.500.24.2.59.gexf	5	23	1	Small	500	24	2	59	gexf
7044	Small.500.24.2.59.gexf	10	23	1	Small	500	24	2	59	gexf
7046	Small.500.24.5.59.gexf	2	22	1	Small	500	24	5	59	gexf
7047	Small.500.24.5.59.gexf	3	22	1	Small	500	24	5	59	gexf
7048	Small.500.24.5.59.gexf	5	22	1	Small	500	24	5	59	gexf
7049	Small.500.24.5.59.gexf	10	22	1	Small	500	24	5	59	gexf
7051	Small.1000.6.2.59.gexf	2	6	1	Small	1000	6	2	59	gexf
7052	Small.1000.6.2.59.gexf	3	6	1	Small	1000	6	2	59	gexf
7053	Small.1000.6.2.59.gexf	5	6	1	Small	1000	6	2	59	gexf
7056	Small.1000.6.5.59.gexf	2	7	1	Small	1000	6	5	59	gexf
7057	Small.1000.6.5.59.gexf	3	7	1	Small	1000	6	5	59	gexf
7058	Small.1000.6.5.59.gexf	5	7	1	Small	1000	6	5	59	gexf
7061	Small.1000.10.2.59.gexf	2	9	1	Small	1000	10	2	59	gexf
7062	Small.1000.10.2.59.gexf	3	9	1	Small	1000	10	2	59	gexf
7063	Small.1000.10.2.59.gexf	5	9	1	Small	1000	10	2	59	gexf
7066	Small.1000.10.5.59.gexf	2	10	1	Small	1000	10	5	59	gexf
7067	Small.1000.10.5.59.gexf	3	10	1	Small	1000	10	5	59	gexf
7068	Small.1000.10.5.59.gexf	5	10	1	Small	1000	10	5	59	gexf
7071	Small.1000.24.2.59.gexf	2	21	1	Small	1000	24	2	59	gexf
7072	Small.1000.24.2.59.gexf	3	21	1	Small	1000	24	2	59	gexf
7073	Small.1000.24.2.59.gexf	5	21	1	Small	1000	24	2	59	gexf
7074	Small.1000.24.2.59.gexf	10	21	1	Small	1000	24	2	59	gexf
7076	Small.1000.24.5.59.gexf	2	24	1	Small	1000	24	5	59	gexf
7077	Small.1000.24.5.59.gexf	3	24	1	Small	1000	24	5	59	gexf
7078	Small.1000.24.5.59.gexf	5	24	1	Small	1000	24	5	59	gexf
7079	Small.1000.24.5.59.gexf	10	24	1	Small	1000	24	5	59	gexf
7081	Small.50.6.2.60.gexf	2	5	1	Small	50	6	2	60	gexf
7082	Small.50.6.2.60.gexf	3	5	1	Small	50	6	2	60	gexf
7086	Small.50.6.5.60.gexf	2	5	1	Small	50	6	5	60	gexf
7087	Small.50.6.5.60.gexf	3	5	1	Small	50	6	5	60	gexf
