construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	neighbour	p	ex	k.5
3318	cut	cap	first	Small.100.10.5.11.gexf	100	1000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	1169	0	0	0	0	[9.0, 4.0]	Small	100	10	5	11	gexf
3321	cut	cap	first	Small.100.24.2.11.gexf	100	2400	2	1	[24, 24, 24, 24]	24	22	22.0	inf	507	0	0	0	0	[24.0, 22.0]	Small	100	24	2	11	gexf
3322	cut	cap	first	Small.100.24.2.11.gexf	100	2400	3	2	[24, 24, 24, 24]	24	21	21.0	inf	513	0	0	0	0	[24.0, 21.0]	Small	100	24	2	11	gexf
3323	cut	cap	first	Small.100.24.2.11.gexf	100	2400	5	3	[24, 24, 24, 24]	24	19	19.0	inf	517	0	0	0	0	[24.0, 19.0]	Small	100	24	2	11	gexf
3324	cut	cap	first	Small.100.24.2.11.gexf	100	2400	10	4	[24, 24, 24, 24]	24	14	14.0	inf	516	0	0	0	0	[24.0, 14.0]	Small	100	24	2	11	gexf
3326	cut	cap	first	Small.100.24.5.11.gexf	100	2400	2	1	[21, 21, 21, 21]	21	19	19.0	inf	519	0	0	0	0	[21.0, 19.0]	Small	100	24	5	11	gexf
3327	cut	cap	first	Small.100.24.5.11.gexf	100	2400	3	2	[21, 21, 21, 21]	21	18	18.0	inf	519	0	0	0	0	[21.0, 18.0]	Small	100	24	5	11	gexf
3328	cut	cap	first	Small.100.24.5.11.gexf	100	2400	5	3	[21, 21, 21, 21]	21	16	16.0	inf	516	0	0	0	0	[21.0, 16.0]	Small	100	24	5	11	gexf
3329	cut	cap	first	Small.100.24.5.11.gexf	100	2400	10	4	[21, 21, 21, 21]	21	11	11.0	inf	525	0	0	0	0	[21.0, 11.0]	Small	100	24	5	11	gexf
3331	cut	cap	first	Small.100.6.2.12.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1834	0	0	0	0	[5.0, 3.0]	Small	100	6	2	12	gexf
3332	cut	cap	first	Small.100.6.2.12.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1826	0	0	0	0	[5.0, 2.0]	Small	100	6	2	12	gexf
3336	cut	cap	first	Small.100.6.5.12.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1816	0	0	0	0	[5.0, 3.0]	Small	100	6	5	12	gexf
3337	cut	cap	first	Small.100.6.5.12.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1836	0	0	0	0	[5.0, 2.0]	Small	100	6	5	12	gexf
3341	cut	cap	first	Small.100.10.2.12.gexf	100	1000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	1161	0	0	0	0	[10.0, 8.0]	Small	100	10	2	12	gexf
3342	cut	cap	first	Small.100.10.2.12.gexf	100	1000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	1168	0	0	0	0	[10.0, 7.0]	Small	100	10	2	12	gexf
3343	cut	cap	first	Small.100.10.2.12.gexf	100	1000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	1161	0	0	0	0	[10.0, 5.0]	Small	100	10	2	12	gexf
3346	cut	cap	first	Small.100.10.5.12.gexf	100	1000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	1139	0	0	0	0	[9.0, 7.0]	Small	100	10	5	12	gexf
3347	cut	cap	first	Small.100.10.5.12.gexf	100	1000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	1154	0	0	0	0	[9.0, 6.0]	Small	100	10	5	12	gexf
3348	cut	cap	first	Small.100.10.5.12.gexf	100	1000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	1145	0	0	0	0	[9.0, 4.0]	Small	100	10	5	12	gexf
3351	cut	cap	first	Small.100.24.2.12.gexf	100	2400	2	1	[25, 25, 25, 25]	25	23	23.0	inf	503	0	0	0	0	[25.0, 23.0]	Small	100	24	2	12	gexf
3352	cut	cap	first	Small.100.24.2.12.gexf	100	2400	3	2	[25, 25, 25, 25]	25	22	22.0	inf	510	0	0	0	0	[25.0, 22.0]	Small	100	24	2	12	gexf
3353	cut	cap	first	Small.100.24.2.12.gexf	100	2400	5	3	[25, 25, 25, 25]	25	20	20.0	inf	507	0	0	0	0	[25.0, 20.0]	Small	100	24	2	12	gexf
3354	cut	cap	first	Small.100.24.2.12.gexf	100	2400	10	4	[25, 25, 25, 25]	25	15	15.0	inf	509	0	0	0	0	[25.0, 15.0]	Small	100	24	2	12	gexf
3356	cut	cap	first	Small.100.24.5.12.gexf	100	2400	2	1	[17, 17, 17, 17]	17	15	15.0	inf	513	0	0	0	0	[17.0, 15.0]	Small	100	24	5	12	gexf
3357	cut	cap	first	Small.100.24.5.12.gexf	100	2400	3	2	[17, 17, 17, 17]	17	14	14.0	inf	515	0	0	0	0	[17.0, 14.0]	Small	100	24	5	12	gexf
3358	cut	cap	first	Small.100.24.5.12.gexf	100	2400	5	3	[17, 17, 17, 17]	17	12	12.0	inf	514	0	0	0	0	[17.0, 12.0]	Small	100	24	5	12	gexf
3359	cut	cap	first	Small.100.24.5.12.gexf	100	2400	10	4	[17, 17, 17, 17]	17	7	7.0	inf	513	0	0	0	0	[17.0, 7.0]	Small	100	24	5	12	gexf
3361	cut	cap	first	Small.100.6.2.13.gexf	100	600	2	1	[6, 6, 6, 6]	6	4	4.0	inf	1853	0	0	0	0	[6.0, 4.0]	Small	100	6	2	13	gexf
3362	cut	cap	first	Small.100.6.2.13.gexf	100	600	3	2	[6, 6, 6, 6]	6	3	3.0	inf	1866	0	0	0	0	[6.0, 3.0]	Small	100	6	2	13	gexf
3363	cut	cap	first	Small.100.6.2.13.gexf	100	600	5	3	[6, 6, 6, 6]	6	1	1.0	inf	1883	0	0	0	0	[6.0, 1.0]	Small	100	6	2	13	gexf
3366	cut	cap	first	Small.100.6.5.13.gexf	100	600	2	1	[4, 4, 4, 4]	4	2	2.0	inf	1789	0	0	0	0	[4.0, 2.0]	Small	100	6	5	13	gexf
3367	cut	cap	first	Small.100.6.5.13.gexf	100	600	3	2	[4, 4, 4, 4]	4	1	1.0	inf	1793	0	0	0	0	[4.0, 1.0]	Small	100	6	5	13	gexf
3371	cut	cap	first	Small.100.10.2.13.gexf	100	1000	2	1	[11, 11, 11, 11]	11	9	9.0	inf	1155	0	0	0	0	[11.0, 9.0]	Small	100	10	2	13	gexf
3372	cut	cap	first	Small.100.10.2.13.gexf	100	1000	3	2	[11, 11, 11, 11]	11	8	8.0	inf	1163	0	0	0	0	[11.0, 8.0]	Small	100	10	2	13	gexf
3373	cut	cap	first	Small.100.10.2.13.gexf	100	1000	5	3	[11, 11, 11, 11]	11	6	6.0	inf	1181	0	0	0	0	[11.0, 6.0]	Small	100	10	2	13	gexf
3374	cut	cap	first	Small.100.10.2.13.gexf	100	1000	10	4	[11, 11, 11, 11]	11	1	1.0	inf	1191	0	0	0	0	[11.0, 1.0]	Small	100	10	2	13	gexf
3376	cut	cap	first	Small.100.10.5.13.gexf	100	1000	2	1	[8, 8, 8, 8]	8	6	6.0	inf	1168	0	0	0	0	[8.0, 6.0]	Small	100	10	5	13	gexf
3377	cut	cap	first	Small.100.10.5.13.gexf	100	1000	3	2	[8, 8, 8, 8]	8	5	5.0	inf	1169	0	0	0	0	[8.0, 5.0]	Small	100	10	5	13	gexf
3378	cut	cap	first	Small.100.10.5.13.gexf	100	1000	5	3	[8, 8, 8, 8]	8	3	3.0	inf	1176	0	0	0	0	[8.0, 3.0]	Small	100	10	5	13	gexf
3381	cut	cap	first	Small.100.24.2.13.gexf	100	2400	2	1	[21, 21, 21, 21]	21	19	19.0	inf	518	0	0	0	0	[21.0, 19.0]	Small	100	24	2	13	gexf
3382	cut	cap	first	Small.100.24.2.13.gexf	100	2400	3	2	[21, 21, 21, 21]	21	18	18.0	inf	515	0	0	0	0	[21.0, 18.0]	Small	100	24	2	13	gexf
3383	cut	cap	first	Small.100.24.2.13.gexf	100	2400	5	3	[21, 21, 21, 21]	21	16	16.0	inf	516	0	0	0	0	[21.0, 16.0]	Small	100	24	2	13	gexf
3384	cut	cap	first	Small.100.24.2.13.gexf	100	2400	10	4	[21, 21, 21, 21]	21	11	11.0	inf	516	0	0	0	0	[21.0, 11.0]	Small	100	24	2	13	gexf
3386	cut	cap	first	Small.100.24.5.13.gexf	100	2400	2	1	[23, 23, 23, 23]	23	21	21.0	inf	518	0	0	0	0	[23.0, 21.0]	Small	100	24	5	13	gexf
3387	cut	cap	first	Small.100.24.5.13.gexf	100	2400	3	2	[23, 23, 23, 23]	23	20	20.0	inf	514	0	0	0	0	[23.0, 20.0]	Small	100	24	5	13	gexf
3388	cut	cap	first	Small.100.24.5.13.gexf	100	2400	5	3	[23, 23, 23, 23]	23	18	18.0	inf	512	0	0	0	0	[23.0, 18.0]	Small	100	24	5	13	gexf
3389	cut	cap	first	Small.100.24.5.13.gexf	100	2400	10	4	[23, 23, 23, 23]	23	13	13.0	inf	517	0	0	0	0	[23.0, 13.0]	Small	100	24	5	13	gexf
3391	cut	cap	first	Small.100.6.2.14.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1844	0	0	0	0	[5.0, 3.0]	Small	100	6	2	14	gexf
3392	cut	cap	first	Small.100.6.2.14.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1849	0	0	0	0	[5.0, 2.0]	Small	100	6	2	14	gexf
3396	cut	cap	first	Small.100.6.5.14.gexf	100	600	2	1	[3, 3, 3, 3]	3	1	1.0	inf	1800	0	0	0	0	[3.0, 1.0]	Small	100	6	5	14	gexf
3401	cut	cap	first	Small.100.10.2.14.gexf	100	1000	2	1	[8, 8, 8, 8]	8	6	6.0	inf	1155	0	0	0	0	[8.0, 6.0]	Small	100	10	2	14	gexf
3402	cut	cap	first	Small.100.10.2.14.gexf	100	1000	3	2	[8, 8, 8, 8]	8	5	5.0	inf	1162	0	0	0	0	[8.0, 5.0]	Small	100	10	2	14	gexf
3403	cut	cap	first	Small.100.10.2.14.gexf	100	1000	5	3	[8, 8, 8, 8]	8	3	3.0	inf	1184	0	0	0	0	[8.0, 3.0]	Small	100	10	2	14	gexf
3406	cut	cap	first	Small.100.10.5.14.gexf	100	1000	2	1	[8, 8, 8, 8]	8	6	6.0	inf	1160	0	0	0	0	[8.0, 6.0]	Small	100	10	5	14	gexf
3407	cut	cap	first	Small.100.10.5.14.gexf	100	1000	3	2	[8, 8, 8, 8]	8	5	5.0	inf	1167	0	0	0	0	[8.0, 5.0]	Small	100	10	5	14	gexf
3408	cut	cap	first	Small.100.10.5.14.gexf	100	1000	5	3	[8, 8, 8, 8]	8	3	3.0	inf	1198	0	0	0	0	[8.0, 3.0]	Small	100	10	5	14	gexf
3411	cut	cap	first	Small.100.24.2.14.gexf	100	2400	2	1	[26, 26, 26, 26]	26	24	24.0	inf	510	0	0	0	0	[26.0, 24.0]	Small	100	24	2	14	gexf
3412	cut	cap	first	Small.100.24.2.14.gexf	100	2400	3	2	[26, 26, 26, 26]	26	23	23.0	inf	512	0	0	0	0	[26.0, 23.0]	Small	100	24	2	14	gexf
3413	cut	cap	first	Small.100.24.2.14.gexf	100	2400	5	3	[26, 26, 26, 26]	26	21	21.0	inf	514	0	0	0	0	[26.0, 21.0]	Small	100	24	2	14	gexf
3414	cut	cap	first	Small.100.24.2.14.gexf	100	2400	10	4	[26, 26, 26, 26]	26	16	16.0	inf	517	0	0	0	0	[26.0, 16.0]	Small	100	24	2	14	gexf
3416	cut	cap	first	Small.100.24.5.14.gexf	100	2400	2	1	[23, 23, 23, 23]	23	21	21.0	inf	505	0	0	0	0	[23.0, 21.0]	Small	100	24	5	14	gexf
3417	cut	cap	first	Small.100.24.5.14.gexf	100	2400	3	2	[23, 23, 23, 23]	23	20	20.0	inf	509	0	0	0	0	[23.0, 20.0]	Small	100	24	5	14	gexf
3418	cut	cap	first	Small.100.24.5.14.gexf	100	2400	5	3	[23, 23, 23, 23]	23	18	18.0	inf	515	0	0	0	0	[23.0, 18.0]	Small	100	24	5	14	gexf
3419	cut	cap	first	Small.100.24.5.14.gexf	100	2400	10	4	[23, 23, 23, 23]	23	13	13.0	inf	506	0	0	0	0	[23.0, 13.0]	Small	100	24	5	14	gexf
3421	cut	cap	first	Small.100.6.2.15.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1820	0	0	0	0	[5.0, 3.0]	Small	100	6	2	15	gexf
3422	cut	cap	first	Small.100.6.2.15.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1833	0	0	0	0	[5.0, 2.0]	Small	100	6	2	15	gexf
3426	cut	cap	first	Small.100.6.5.15.gexf	100	600	2	1	[6, 6, 6, 6]	6	4	4.0	inf	1820	0	0	0	0	[6.0, 4.0]	Small	100	6	5	15	gexf
3427	cut	cap	first	Small.100.6.5.15.gexf	100	600	3	2	[6, 6, 6, 6]	6	3	3.0	inf	1827	0	0	0	0	[6.0, 3.0]	Small	100	6	5	15	gexf
3428	cut	cap	first	Small.100.6.5.15.gexf	100	600	5	3	[6, 6, 6, 6]	6	1	1.0	inf	1868	0	0	0	0	[6.0, 1.0]	Small	100	6	5	15	gexf
3431	cut	cap	first	Small.100.10.2.15.gexf	100	1000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	1162	0	0	0	0	[9.0, 7.0]	Small	100	10	2	15	gexf
3432	cut	cap	first	Small.100.10.2.15.gexf	100	1000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	1154	0	0	0	0	[9.0, 6.0]	Small	100	10	2	15	gexf
3433	cut	cap	first	Small.100.10.2.15.gexf	100	1000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	1165	0	0	0	0	[9.0, 4.0]	Small	100	10	2	15	gexf
3436	cut	cap	first	Small.100.10.5.15.gexf	100	1000	2	1	[12, 12, 12, 12]	12	10	10.0	inf	1129	0	0	0	0	[12.0, 10.0]	Small	100	10	5	15	gexf
3437	cut	cap	first	Small.100.10.5.15.gexf	100	1000	3	2	[12, 12, 12, 12]	12	9	9.0	inf	1157	0	0	0	0	[12.0, 9.0]	Small	100	10	5	15	gexf
3438	cut	cap	first	Small.100.10.5.15.gexf	100	1000	5	3	[12, 12, 12, 12]	12	7	7.0	inf	1158	0	0	0	0	[12.0, 7.0]	Small	100	10	5	15	gexf
3439	cut	cap	first	Small.100.10.5.15.gexf	100	1000	10	4	[12, 12, 12, 12]	12	2	2.0	inf	1173	0	0	0	0	[12.0, 2.0]	Small	100	10	5	15	gexf
3441	cut	cap	first	Small.100.24.2.15.gexf	100	2400	2	1	[19, 19, 19, 19]	19	17	17.0	inf	504	0	0	0	0	[19.0, 17.0]	Small	100	24	2	15	gexf
3442	cut	cap	first	Small.100.24.2.15.gexf	100	2400	3	2	[19, 19, 19, 19]	19	16	16.0	inf	512	0	0	0	0	[19.0, 16.0]	Small	100	24	2	15	gexf
3443	cut	cap	first	Small.100.24.2.15.gexf	100	2400	5	3	[19, 19, 19, 19]	19	14	14.0	inf	511	0	0	0	0	[19.0, 14.0]	Small	100	24	2	15	gexf
3444	cut	cap	first	Small.100.24.2.15.gexf	100	2400	10	4	[19, 19, 19, 19]	19	9	9.0	inf	513	0	0	0	0	[19.0, 9.0]	Small	100	24	2	15	gexf
3446	cut	cap	first	Small.100.24.5.15.gexf	100	2400	2	1	[19, 19, 19, 19]	19	17	17.0	inf	510	0	0	0	0	[19.0, 17.0]	Small	100	24	5	15	gexf
3447	cut	cap	first	Small.100.24.5.15.gexf	100	2400	3	2	[19, 19, 19, 19]	19	16	16.0	inf	509	0	0	0	0	[19.0, 16.0]	Small	100	24	5	15	gexf
3448	cut	cap	first	Small.100.24.5.15.gexf	100	2400	5	3	[19, 19, 19, 19]	19	14	14.0	inf	509	0	0	0	0	[19.0, 14.0]	Small	100	24	5	15	gexf
3449	cut	cap	first	Small.100.24.5.15.gexf	100	2400	10	4	[19, 19, 19, 19]	19	9	9.0	inf	512	0	0	0	0	[19.0, 9.0]	Small	100	24	5	15	gexf
3451	cut	cap	first	Small.100.6.2.16.gexf	100	600	2	1	[6, 6, 6, 6]	6	4	4.0	inf	1764	0	0	0	0	[6.0, 4.0]	Small	100	6	2	16	gexf
3452	cut	cap	first	Small.100.6.2.16.gexf	100	600	3	2	[6, 6, 6, 6]	6	3	3.0	inf	1808	0	0	0	0	[6.0, 3.0]	Small	100	6	2	16	gexf
3453	cut	cap	first	Small.100.6.2.16.gexf	100	600	5	3	[6, 6, 6, 6]	6	1	1.0	inf	1863	0	0	0	0	[6.0, 1.0]	Small	100	6	2	16	gexf
3456	cut	cap	first	Small.100.6.5.16.gexf	100	600	2	1	[3, 3, 3, 3]	3	1	1.0	inf	1830	0	0	0	0	[3.0, 1.0]	Small	100	6	5	16	gexf
3461	cut	cap	first	Small.100.10.2.16.gexf	100	1000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	1194	0	0	0	0	[9.0, 7.0]	Small	100	10	2	16	gexf
3462	cut	cap	first	Small.100.10.2.16.gexf	100	1000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	1196	0	0	0	0	[9.0, 6.0]	Small	100	10	2	16	gexf
3463	cut	cap	first	Small.100.10.2.16.gexf	100	1000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	1197	0	0	0	0	[9.0, 4.0]	Small	100	10	2	16	gexf
3466	cut	cap	first	Small.100.10.5.16.gexf	100	1000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	1157	0	0	0	0	[9.0, 7.0]	Small	100	10	5	16	gexf
3467	cut	cap	first	Small.100.10.5.16.gexf	100	1000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	1166	0	0	0	0	[9.0, 6.0]	Small	100	10	5	16	gexf
3468	cut	cap	first	Small.100.10.5.16.gexf	100	1000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	1166	0	0	0	0	[9.0, 4.0]	Small	100	10	5	16	gexf
3471	cut	cap	first	Small.100.24.2.16.gexf	100	2400	2	1	[22, 22, 22, 22]	22	20	20.0	inf	506	0	0	0	0	[22.0, 20.0]	Small	100	24	2	16	gexf
3472	cut	cap	first	Small.100.24.2.16.gexf	100	2400	3	2	[22, 22, 22, 22]	22	19	19.0	inf	507	0	0	0	0	[22.0, 19.0]	Small	100	24	2	16	gexf
3473	cut	cap	first	Small.100.24.2.16.gexf	100	2400	5	3	[22, 22, 22, 22]	22	17	17.0	inf	510	0	0	0	0	[22.0, 17.0]	Small	100	24	2	16	gexf
3474	cut	cap	first	Small.100.24.2.16.gexf	100	2400	10	4	[22, 22, 22, 22]	22	12	12.0	inf	518	0	0	0	0	[22.0, 12.0]	Small	100	24	2	16	gexf
3476	cut	cap	first	Small.100.24.5.16.gexf	100	2400	2	1	[24, 24, 24, 24]	24	22	22.0	inf	512	0	0	0	0	[24.0, 22.0]	Small	100	24	5	16	gexf
3477	cut	cap	first	Small.100.24.5.16.gexf	100	2400	3	2	[24, 24, 24, 24]	24	21	21.0	inf	508	0	0	0	0	[24.0, 21.0]	Small	100	24	5	16	gexf
3478	cut	cap	first	Small.100.24.5.16.gexf	100	2400	5	3	[24, 24, 24, 24]	24	19	19.0	inf	517	0	0	0	0	[24.0, 19.0]	Small	100	24	5	16	gexf
3479	cut	cap	first	Small.100.24.5.16.gexf	100	2400	10	4	[24, 24, 24, 24]	24	14	14.0	inf	518	0	0	0	0	[24.0, 14.0]	Small	100	24	5	16	gexf
3481	cut	cap	first	Small.100.6.2.17.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1805	0	0	0	0	[5.0, 3.0]	Small	100	6	2	17	gexf
3482	cut	cap	first	Small.100.6.2.17.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1815	0	0	0	0	[5.0, 2.0]	Small	100	6	2	17	gexf
3486	cut	cap	first	Small.100.6.5.17.gexf	100	600	2	1	[7, 7, 7, 7]	7	5	5.0	inf	1747	0	0	0	0	[7.0, 5.0]	Small	100	6	5	17	gexf
3487	cut	cap	first	Small.100.6.5.17.gexf	100	600	3	2	[7, 7, 7, 7]	7	4	4.0	inf	1744	0	0	0	0	[7.0, 4.0]	Small	100	6	5	17	gexf
3488	cut	cap	first	Small.100.6.5.17.gexf	100	600	5	3	[7, 7, 7, 7]	7	2	2.0	inf	1794	0	0	0	0	[7.0, 2.0]	Small	100	6	5	17	gexf
3491	cut	cap	first	Small.100.10.2.17.gexf	100	1000	2	1	[7, 7, 7, 7]	7	5	5.0	inf	1190	0	0	0	0	[7.0, 5.0]	Small	100	10	2	17	gexf
3492	cut	cap	first	Small.100.10.2.17.gexf	100	1000	3	2	[7, 7, 7, 7]	7	4	4.0	inf	1177	0	0	0	0	[7.0, 4.0]	Small	100	10	2	17	gexf
3493	cut	cap	first	Small.100.10.2.17.gexf	100	1000	5	3	[7, 7, 7, 7]	7	2	2.0	inf	1194	0	0	0	0	[7.0, 2.0]	Small	100	10	2	17	gexf
3496	cut	cap	first	Small.100.10.5.17.gexf	100	1000	2	1	[11, 11, 11, 11]	11	9	9.0	inf	1151	0	0	0	0	[11.0, 9.0]	Small	100	10	5	17	gexf
3497	cut	cap	first	Small.100.10.5.17.gexf	100	1000	3	2	[11, 11, 11, 11]	11	8	8.0	inf	1170	0	0	0	0	[11.0, 8.0]	Small	100	10	5	17	gexf
3498	cut	cap	first	Small.100.10.5.17.gexf	100	1000	5	3	[11, 11, 11, 11]	11	6	6.0	inf	1165	0	0	0	0	[11.0, 6.0]	Small	100	10	5	17	gexf
3499	cut	cap	first	Small.100.10.5.17.gexf	100	1000	10	4	[11, 11, 11, 11]	11	1	1.0	inf	1184	0	0	0	0	[11.0, 1.0]	Small	100	10	5	17	gexf
3501	cut	cap	first	Small.100.24.2.17.gexf	100	2400	2	1	[22, 22, 22, 22]	22	20	20.0	inf	508	0	0	0	0	[22.0, 20.0]	Small	100	24	2	17	gexf
3502	cut	cap	first	Small.100.24.2.17.gexf	100	2400	3	2	[22, 22, 22, 22]	22	19	19.0	inf	511	0	0	0	0	[22.0, 19.0]	Small	100	24	2	17	gexf
3503	cut	cap	first	Small.100.24.2.17.gexf	100	2400	5	3	[22, 22, 22, 22]	22	17	17.0	inf	505	0	0	0	0	[22.0, 17.0]	Small	100	24	2	17	gexf
3504	cut	cap	first	Small.100.24.2.17.gexf	100	2400	10	4	[22, 22, 22, 22]	22	12	12.0	inf	515	0	0	0	0	[22.0, 12.0]	Small	100	24	2	17	gexf
3506	cut	cap	first	Small.100.24.5.17.gexf	100	2400	2	1	[26, 26, 26, 26]	26	24	24.0	inf	510	0	0	0	0	[26.0, 24.0]	Small	100	24	5	17	gexf
3507	cut	cap	first	Small.100.24.5.17.gexf	100	2400	3	2	[26, 26, 26, 26]	26	23	23.0	inf	513	0	0	0	0	[26.0, 23.0]	Small	100	24	5	17	gexf
3508	cut	cap	first	Small.100.24.5.17.gexf	100	2400	5	3	[26, 26, 26, 26]	26	21	21.0	inf	512	0	0	0	0	[26.0, 21.0]	Small	100	24	5	17	gexf
3509	cut	cap	first	Small.100.24.5.17.gexf	100	2400	10	4	[26, 26, 26, 26]	26	16	16.0	inf	513	0	0	0	0	[26.0, 16.0]	Small	100	24	5	17	gexf
3511	cut	cap	first	Small.100.6.2.18.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1791	0	0	0	0	[5.0, 3.0]	Small	100	6	2	18	gexf
3512	cut	cap	first	Small.100.6.2.18.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1780	0	0	0	0	[5.0, 2.0]	Small	100	6	2	18	gexf
3516	cut	cap	first	Small.100.6.5.18.gexf	100	600	2	1	[4, 4, 4, 4]	4	2	2.0	inf	1805	0	0	0	0	[4.0, 2.0]	Small	100	6	5	18	gexf
3517	cut	cap	first	Small.100.6.5.18.gexf	100	600	3	2	[4, 4, 4, 4]	4	1	1.0	inf	1821	0	0	0	0	[4.0, 1.0]	Small	100	6	5	18	gexf
3521	cut	cap	first	Small.100.10.2.18.gexf	100	1000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	1148	0	0	0	0	[10.0, 8.0]	Small	100	10	2	18	gexf
3522	cut	cap	first	Small.100.10.2.18.gexf	100	1000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	1161	0	0	0	0	[10.0, 7.0]	Small	100	10	2	18	gexf
3523	cut	cap	first	Small.100.10.2.18.gexf	100	1000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	1167	0	0	0	0	[10.0, 5.0]	Small	100	10	2	18	gexf
3526	cut	cap	first	Small.100.10.5.18.gexf	100	1000	2	1	[8, 8, 8, 8]	8	6	6.0	inf	1178	0	0	0	0	[8.0, 6.0]	Small	100	10	5	18	gexf
3527	cut	cap	first	Small.100.10.5.18.gexf	100	1000	3	2	[8, 8, 8, 8]	8	5	5.0	inf	1168	0	0	0	0	[8.0, 5.0]	Small	100	10	5	18	gexf
3528	cut	cap	first	Small.100.10.5.18.gexf	100	1000	5	3	[8, 8, 8, 8]	8	3	3.0	inf	1165	0	0	0	0	[8.0, 3.0]	Small	100	10	5	18	gexf
3531	cut	cap	first	Small.100.24.2.18.gexf	100	2400	2	1	[20, 20, 20, 20]	20	18	18.0	inf	521	0	0	0	0	[20.0, 18.0]	Small	100	24	2	18	gexf
3532	cut	cap	first	Small.100.24.2.18.gexf	100	2400	3	2	[20, 20, 20, 20]	20	17	17.0	inf	512	0	0	0	0	[20.0, 17.0]	Small	100	24	2	18	gexf
3533	cut	cap	first	Small.100.24.2.18.gexf	100	2400	5	3	[20, 20, 20, 20]	20	15	15.0	inf	514	0	0	0	0	[20.0, 15.0]	Small	100	24	2	18	gexf
3534	cut	cap	first	Small.100.24.2.18.gexf	100	2400	10	4	[20, 20, 20, 20]	20	10	10.0	inf	519	0	0	0	0	[20.0, 10.0]	Small	100	24	2	18	gexf
3536	cut	cap	first	Small.100.24.5.18.gexf	100	2400	2	1	[21, 21, 21, 21]	21	19	19.0	inf	513	0	0	0	0	[21.0, 19.0]	Small	100	24	5	18	gexf
3537	cut	cap	first	Small.100.24.5.18.gexf	100	2400	3	2	[21, 21, 21, 21]	21	18	18.0	inf	521	0	0	0	0	[21.0, 18.0]	Small	100	24	5	18	gexf
3538	cut	cap	first	Small.100.24.5.18.gexf	100	2400	5	3	[21, 21, 21, 21]	21	16	16.0	inf	521	0	0	0	0	[21.0, 16.0]	Small	100	24	5	18	gexf
3539	cut	cap	first	Small.100.24.5.18.gexf	100	2400	10	4	[21, 21, 21, 21]	21	11	11.0	inf	522	0	0	0	0	[21.0, 11.0]	Small	100	24	5	18	gexf
3541	cut	cap	first	Small.100.6.2.19.gexf	100	600	2	1	[6, 6, 6, 6]	6	4	4.0	inf	1821	0	0	0	0	[6.0, 4.0]	Small	100	6	2	19	gexf
3542	cut	cap	first	Small.100.6.2.19.gexf	100	600	3	2	[6, 6, 6, 6]	6	3	3.0	inf	1837	0	0	0	0	[6.0, 3.0]	Small	100	6	2	19	gexf
3543	cut	cap	first	Small.100.6.2.19.gexf	100	600	5	3	[6, 6, 6, 6]	6	1	1.0	inf	1852	0	0	0	0	[6.0, 1.0]	Small	100	6	2	19	gexf
3546	cut	cap	first	Small.100.6.5.19.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1808	0	0	0	0	[5.0, 3.0]	Small	100	6	5	19	gexf
3547	cut	cap	first	Small.100.6.5.19.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1828	0	0	0	0	[5.0, 2.0]	Small	100	6	5	19	gexf
